word,category,count,library_count,example
wiggling,未分类,8,3,Wobbling and fluttering low whoosh. Back and forth rubber like wiggling.
jacket,未分类,8,3,Long flapping with a snap and some rustling of a leather jacket.
bed,未分类,8,6,Quick and short snapping of a nylon material bed cover with a soft intensity.
scrapping,未分类,8,2,"Tonal, thick and scrapping pass by whooshes."
peak,未分类,8,5,"Evolving and fast moving, leading into peak and ending with wobbly tail."
choking,Voice,8,1,"Ghoul, Zombie, Skeleton, Undead, Mummy. Female voice, screaming, gasping and choking long and painfully. Mono, Sanken Co"
prattle,未分类,8,1,"Goblin, Dwarf, Leprechaun, Fantasy, Babble, Jabber, Chatter, Prattle. Male voice, sad and weird jabbering. Mono, Sanken "
pvc,未分类,8,1,"Zombie, Alien, Extraterrestrial, Mutate. Male voice, eerie inhale scream in pvc tube with plastic kazoo. Mono, Sanken Co"
animalistically,未分类,8,1,"Orc, Ogre, Cyclops, Fantasy. Male voice, exhaling animalistically. Mono, Sanken Co100K high frequency response."
grumble,未分类,8,3,"Orc, Ogre, Cyclops, Fantasy. Male voice, animalistic growl grumble. Mono, Sanken Co100K high frequency response."
tormented,未分类,8,1,"Ghost, Spirit, Paranormal. Male voice, eerie, painful, tormented inward squeal. Mono, Sanken Co100K high frequency respo"
let's,未分类,8,1,"A solo woman screaming ""let's move"" in a studio environment."
slower,未分类,8,3,Sharp click occurring in twos at slower and slower speeds.
decays,未分类,8,5,Laser burst making contact with metallic surface. Bass decays quicker than higher frequencies.
shortly,未分类,8,3,Medium length processed gnarl. Bassy part disappears shortly before sound decays.
rotation,未分类,8,7,"Short gnarl, bass burst ending with motor rotation."
spreading,未分类,8,7,"Short low pitch synthetic impact, spreading to higher pitches with mini explosion."
final,未分类,8,6,Shotgun reloaded slowly. Several subsequent clanks followed by final clank.
ammo,未分类,8,1,"Trigger of airsoft gun is pulled with ammo in the cartridge, held for a long time with many rounds dispersed producing s"
sniper,未分类,8,2,"SNIPER RIFLE Caliber .223, close, 2m, indoors, XY Stereo."
step,未分类,8,4,Step ladder is folded and unfolded. Click followed by thud.
wheel,未分类,8,4,"Metal of large suitcase slid and snapped, similar to small wheel turned followed by click."
thrown,未分类,8,2,Wheelbarrow thrown to the ground. Sharp dang and resonance.
hissy,未分类,8,6,"CD ejected from player.  Click followed by printer like noise, followed by hissy slide."
control,未分类,8,3,Remote control car started and stopped for various lengths. Hissy rumble.
charged,未分类,8,5,Engine charged up. Glitchy bellows followed by scattered grains.
passes,未分类,8,4,Whoosh passes by observer quickly. Long tail.
wizzes,未分类,8,2,"Synthetic, liquidy whoosh wizzes by with warble at end. Like zap of lightning. Long duration."
phased,未分类,8,4,Synthetic plasma phased whizzes quickly by.
causes,未分类,8,4,PROJECTILE FLY BY MEDIUM Whizzes through air quickly and causes air ripples. Short tail.
charging,未分类,8,3,"RECHARGE MEDIUM Preparing to fire. Energy is charging. Clank followed by glitchy gnarl, followed by sharp clunk."
discharges,未分类,8,4,"RECHARGE MEDIUM Discharges small pulse. Clank followed by glitchy calibration, followed by soft thud."
departure,未分类,8,2,"Rapid start and departure at the track start, accompanied by electric motor sounds."
galaxy,未分类,8,1,"Noisy galaxy, uninhabited planet."
boiling,未分类,8,5,"Boiling substance, rotating system, screech sound like the one caused by friction on a metallic wheel."
reflections,未分类,8,4,"Electrical chaos, messy energy reflections."
unsteady,未分类,8,3,"Unstable element, unsteady piece."
pulsing,Movement,8,4,Magical energy strike with pulsing transient and tonal shimmer.
aquatic,未分类,8,3,Submerged magical hit with wobbly motion and muffled aquatic character.
fluctuations,未分类,8,5,Hissing steam puff with layered tonal fluctuations and pressure bleed.
frying,未分类,8,4,Intense frying layer with constant popping and oily sputter.
flare,未分类,8,3,Constant firework burn with sizzling flare and fizzling midrange.
spiraling,Movement,8,3,Spiraling firework launch with tonal rise and airy trail.
toss,未分类,8,2,Heavy toss of glass fragments with aggressive landing and bright tails.
textural,未分类,8,3,Drawn out shaker motion with rich textural detail and evolving rhythm.
divine,未分类,8,2,"Brief, bright vocal burst with a divine tone and airy shimmer."
insect,未分类,8,6,"Sharp, buzzing flyby with venomous sting and insect like modulation."
knocks,未分类,8,2,"Dry, hard knocks with layered flams in the low mid range."
chromatic,未分类,8,2,"Sharp, echoing bells with fast decay and chromatic resonance."
juice,未分类,8,4,Watermelon juice is softly dripping.
lettuce,未分类,8,2,Slowly twisting crunchy lettuce.
chomping,未分类,8,3,Beast chomping on food recklessly and chaotically.
corn,未分类,8,1,"Pieces of corn mix crushed quickly, like object sliding abrasively across surface."
dish,未分类,8,1,Pasta handled by rubber gloves covered by dish soap with light crunch.
gathers,未分类,8,2,Water slowly traveling down pipe and gathers producing loud belch.
thrusters,未分类,8,1,"Textured and rowdy thrusters bursting intensely. Noisy, crunchy and distorted thruster burst elements."
thruster,未分类,8,1,"Textured and rowdy thrusters bursting intensely. Noisy, crunchy and distorted thruster burst elements."
outburst,未分类,8,1,Mid register long electric outburst. Sparking and sizzling elements with some digital glitching elements.
infliction,未分类,8,1,Crisp hydraulic hissing elements with ascending infliction.
standing,未分类,8,3,Electric wheelchair standing down option with mechanical buzzing and clicking elements.
multi,未分类,8,4,"Multi layered, dynamically shifting frequencies with intricate filtering."
scissors,未分类,8,1,Closing blades of scissors.
duster,未分类,8,1,Closing the plastic cap of a spray duster can.
glove,未分类,8,2,Thuddy glove drop with soft compression and subtle bounce. Body Fall.
shouting,未分类,8,1,One year old baby boy laughing and shouting mama.
saying,未分类,8,1,One year old baby boy saying mama.
pacific,未分类,8,1,LARGE DRASTIC Continuously breaking waves and flowing water with heavy impacts. Pacific ocean Magellan's Region.
magellan's,未分类,8,1,LARGE DRASTIC Continuously breaking waves and flowing water with heavy impacts. Pacific ocean Magellan's Region.
region,未分类,8,1,LARGE DRASTIC Continuously breaking waves and flowing water with heavy impacts. Pacific ocean Magellan's Region.
inconsistent,未分类,8,3,"MEDIUM LONG SCRATCH Dragging, scratching over surface, creating inconsistent howling, grinding mid frequency resonance. "
timpani,未分类,8,2,MODERATE TRANSITION Dissonant mid tones leading to timpani-like low thump. Sustaining low and mid tones. Medium-long dec
washing,未分类,8,2,"MOTION LARGE SQUISHY Wave of dense liquid washing over or being pushed along, oozing, gliding, slipping slowly past."
cycle,未分类,8,1,"SWING LARGE FLABBY Quick back and forth cycle, whoosh, swoosh. Flapping, batting, shaking, rustling. Subtle lows rumble."
loops,未分类,8,1,"FLIGHT MOVEMENT Sustained flapping, mid-frequency buzzing and tapping sounds. Buzzing tone rapidly modulating within nar"
plunge,未分类,8,1,"LIQUID FLOW Quick plunge, splash then high frequency bubbling. Medium decay."
twirling,未分类,8,1,"SWOOSH LONG Continuous whirling, twirling rapidly in a circular pattern. Whipping air."
blockage,未分类,8,1,"BLOCKAGE BIG Deep gurgle, eruption, crunch. Metallic resonance and groans. Closing in again with a deep crunch."
enchant,未分类,8,1,"ENCHANT BIG Deep crunch explosion, ambient spread, quickly narrowing and evaporating."
disenchant,未分类,8,1,"DISENCHANT BIG Swoosh, muffled crunch, swirling groans, grainy texture, medium long decay."
imploding,未分类,8,1,"MISSILE TOXIC Sweeping, whipping swoosh. Crunch. Electric sizzle, stem. Imploding violent crunch."
damned,未分类,8,1,"SWOOSH DAMNED Airy, haunting fly by. Metallic resonant, medium tail."
beefy,未分类,8,3,Beefy leather jacket whoosh. Lots of low end.
winds,未分类,8,1,"Dark whispering, airy winds and metallic whooshes combined with low impacts. Wandering panorama."
tubby,未分类,8,1,BOING TONAL DOWN Plucking rope. Descending pitch. Low and tubby.
strumming,未分类,8,1,INSTRUMENT STRING PLING Strumming one string of a bouzouki. From high to low pitch.
noseflute,未分类,8,1,"WHISTLE NOSEFLUTE CUCKOO Blowing plastic nose flute, imitating cuckoo. Descending and ascending pitch. Short."
mysterious,Mood,7,6,"Extraterrestrial, Creature, Monster. Deep, eerie, mysterious growling with tonal moaning."
yet,未分类,7,4,Short yet potent burst of white noise reminiscent of a small object bouncing.
screw,未分类,7,2,Light metallic sound resembling a screw with a subtle vibrato effect.
zip,未分类,7,4,"Rapid, aggressive zip sound."
bandpass,未分类,7,1,Rapid motion with resonant bandpass noise shift.
enchanting,未分类,7,3,"Mystical, enchanting sharp accent that signifies the sudden appearance of sorcery."
freq,未分类,7,1,Jolt with high freq FM modulation.
forming,未分类,7,3,Tonal essence of clouds forming.
uplifting,未分类,7,5,Tonal essence that descends in a friendly and uplifting manner.
ghostly,Mood,7,4,Ethereal spectral tones reminiscent of a ghostly descension.
spin,未分类,7,5,Extended motioned whoosh with white noise and sine wave spin.
moderately,未分类,7,3,Whoosh characterised by a moderately long white noise filter.
rain,未分类,7,4,"PROCESSED MOVEMENT CONTINUOUS Muffled and distorted rumbling, with tapping, resembling heavy rain."
wire,未分类,7,3,"Initial burning and stopping of a bomb or cannon detonator wire, large."
smaller,未分类,7,5,Movement of smaller metallic pieces.
expansive,未分类,7,3,"Wide and expansive whimsical spell, accompanied by a broad whizzing element."
soaked,未分类,7,5,Soppy and squelching noises produced by a rag soaked in liquid.
sense,未分类,7,2,Magical shimmer that evokes a sense of mystery and intrigue.
handled,未分类,7,2,Gentle scraping and movement of copper coins being handled by hand.
clatter,未分类,7,4,Metallic impact and clatter as a singular washer lands among the coins.
manipulated,未分类,7,2,Gentle rustling and friction as the layers of paper are manipulated and pressed together.
pages,未分类,7,1,"Firm pressing together of the book's pages and cover, resulting in a weighty thud."
cover,未分类,7,4,"Firm pressing together of the book's pages and cover, resulting in a weighty thud."
flipping,未分类,7,3,Quick rustling and flipping of pages as the book is opened swiftly.
peanuts,未分类,7,3,Sharp and brittle break as the peanuts fracture from friction and pressure.
satisfying,未分类,7,3,Glass jar lid being removed or replaced with a satisfying plop.
discharged,未分类,7,3,Toy gun being discharged with a distinctive plop.
roof,未分类,7,2,Soft and subtle organic smack created when the tongue is pressed against the roof of the mouth and released.
chunky,Texture,7,5,Plastic tick characterized by a distinctive squeak and chunky click.
charm,未分类,7,4,Plastic tick characterized by its thin charm and gentle nature.
fluctuation,未分类,7,5,"Fast, zippy fluctuation action, characterized by a rapid and energetic burst of sound."
lasting,Duration,7,5,Long-lasting bubble effect in a liquid medium.
grass,未分类,7,2,Short whooshing noise resembling the rustling of dry grass.
alignment,未分类,7,1,Success UI tick that indicates alignment or synchronization.
flapped,未分类,7,2,"Whooshing impact of leather gloves being flapped back and forth, higher pitched."
muddy,Pitch,7,4,Muddy and quick explosion with phasing elements. Sharp with lots of low end.
well,未分类,7,4,Short and tight sustained impact with lots of low end as well as warping and sizzling elements on top.
explosions,未分类,7,3,Muddy and rumbling explosions with a lot of low end and ending with reverberating decay.
mumbling,未分类,7,2,"Orc, Ogre, Cyclops, Fantasy. Female voice, growling and mumbling deep and raspy. Mono, Sanken Co100K high frequency resp"
growls,未分类,7,4,"Ghoul, Zombie, Skeleton, Undead, Mummy. Female voice, aggressive throaty snarling with growls and screams. Mono, Sanken "
golem,未分类,7,2,"Fantasy, Golem, Male, Voice, Vocal. Male golem roaring and screaming long and aggressively."
snake,未分类,7,2,"Fantasy, Reptile, Reptiloid, Lizard, Snake, Male, Voice, Vocal. Male reptiloid snarling and screaming long and aggressiv"
synchronized,未分类,7,1,A squad of 10 women stomping synchronized. Recorded in an open field  with an AB setup very close.
tank,未分类,7,1,"Air release of paintball gun tank. Hollow, resonant hiss."
gurgles,未分类,7,5,"Processed flames coming out of futuristic device. Heavy drone. Heavy, synthetic gurgles with modulations. Electronic gur"
without,未分类,7,5,"Short, sharp, metallic sound without short, resonant decay."
disperses,未分类,7,3,Punchy laser burst disperses into distorted ripples.
whooshy,未分类,7,4,Laser cannons fired. No tail or long whooshy tail.
airsoft,未分类,7,1,"Trigger of airsoft gun is pulled with ammo in the cartridge, held for a long time with many rounds dispersed producing s"
item,未分类,7,2,"Printer scans item, produces airy tone then clanks."
calibrates,未分类,7,2,"Typewriter calibrates, producing thud followed buzz with quiet clicks and final clank."
hood,未分类,7,2,Car hood slammed shut. Loud thud as well as slight squeak during movement. Impact very resonant. Long tail.
clunk,未分类,7,4,"Metal cabin seat in tank moved, producing clunk."
gather,未分类,7,3,"PROJECTILE FLY BY BIG Grains gather, striking through and slowly disperse."
bullet,未分类,7,3,RECHARGE BIG Snapping thud followed by multiple rounds of bullet injection.
glowing,未分类,7,3,"RAY SMALL Click of beam calibrating. Noisy, warbling, glowing. Modulated beep with long tail."
captured,未分类,7,1,"Rapid ridealong, captured using an electromagnetic field microphone placed on the engine."
transmission,未分类,7,1,"Speedy connection, swift transmission."
spacial,未分类,7,2,"Spacial catapult, Interstellar thrower."
propulsion,未分类,7,4,"Black hole crossing, space spell, solar propulsion."
state,未分类,7,2,"Variable state substance, changing atmosphere."
messy,未分类,7,4,"Electrical chaos, messy energy reflections."
intermittent,Duration,7,4,"Intermittent stream, swimming particles."
swimming,未分类,7,4,"Intermittent stream, swimming particles."
propeller,未分类,7,4,"Flamethrower with a long tail, energy mill propeller."
flash,未分类,7,6,"Space gleam, galaxy flash."
pressurized,未分类,7,5,Dense chemical hiss with long pressurized release and smooth buildup.
abrasive,未分类,7,3,"Coarse, gritty fabric scrape sustained with rigid, abrasive texture."
layering,未分类,7,5,Dense nylon rush with fluttering motion and tonal layering.
core,未分类,7,2,Heavy bodied puff with low warmth and gritty core.
fuse,未分类,7,3,Expanding fuse pop with billowy energy and quick detonation.
edges,未分类,7,4,Smoother version of alcohol flame growl with subdued tonal edges.
persistent,未分类,7,2,Persistent rubbing of plate surface with smooth scrape texture.
flap,未分类,7,3,Isolated metal flap strike with sharp transient and tonal ring.
styrofoam,未分类,7,3,"Smooth, continuous styrofoam rub with synthetic texture and tonal noise."
adhesive,未分类,7,2,Slow adhesive rip with gritty tear texture and sticky resonance.
push,未分类,7,4,Exhale with rising force and natural push of energy.
jug,未分类,7,2,"Long, voluminous bubble sequence as jug empties underwater."
slippery,未分类,7,2,"Slippery, creeping wind coiling with hiss like tonal venom."
toxic,未分类,7,2,Corrosive detonation erupting with toxic splatter and volatile fizz.
drops,未分类,7,4,Crispy noisy drops with subtle resonance on mid highs.
cycling,未分类,7,3,"Dark, cycling noise with pulsating oscillations."
calming,未分类,7,3,"Jingling, calming bells with rhythmic gesture."
drip,未分类,7,3,Squeeze makes water slowly drip.
sucked,未分类,7,2,"Slime sucked through oil bottle, producing harsh, low screech. Long duration."
boulder,未分类,7,2,"Movements of watermelon, like large boulder rolling and unearthing other stones around it."
pebbles,未分类,7,2,Large group of pebbles crash into mud and dirt.
were,未分类,7,1,"Slime oozing down hill, as if group of pebbles were sliding down continuously."
initially,未分类,7,2,"Knife moved slowly through lettuce, initially producing crunch and then cutting through it."
pit,未分类,7,3,"Constant bubbling, like large pit of water slowly boiling."
custard,未分类,7,1,"Short compressed air bursts fired quickly into custard, producing fast bubbles."
sludge,未分类,7,3,Slop or sludge rolling down hill of rocks. High pitch.
packing,未分类,7,2,Packing tape stretched and modulated to produce crunches and liquidy grains.
chair,未分类,7,3,"Violin bow scraped quickly against lever arch file, as if squeaky rocking chair is moved quickly back and forth."
trash,未分类,7,2,"Plastic trash bag moved around slowly, producing rustle."
about,未分类,7,2,"Bubbles rising to surface, like motor running through water, freely splashing it about."
compressor,未分类,7,1,Air being released from a compressor. Short pneumatic and hissing elements.
inflection,未分类,7,1,Fluttering energetic engine like elements with a descending inflection.
obstacle,未分类,7,2,GRINDING CONTAINER OBSTACLE Skater grinding a container.
bold,未分类,7,3,"Smooth, flowing energy with a bold, tonal quality."
removing,未分类,7,2,Removing the tray of a toolbox made of plastic.
strip,未分类,7,1,Ripping off a strip of duct tape quickly.
drywall,未分类,7,1,Gritty scraping sound of a drywall rasp. Sequence.
minor,未分类,7,4,Thick leather grasp with dense texture and minor squeak.
swipes,未分类,7,1,Rapid swipes with gritty resistance and clipped pull.
snort,未分类,7,1,"MEDIUM EXCITED Typical, splashy ripple with subtle snort."
detonating,未分类,7,3,"Massive, detonating impact displacing a huge amount of water. Dull, bubbling tail."
apple,未分类,7,1,BITE VEGETABLES MEDIUM WET Steadily biting off and chewing of an apple. Some breathing and lip smacking.
carrot,未分类,7,1,BITE VEGETABLES MEDIUM WET Steadily biting off and chewing a carrot. Some breathing and much lip smacking.
gherkins,未分类,7,1,BITE VEGETABLES MEDIUM HOLLOW Slowly biting into gherkins. Crunchy and smashing.
irritating,未分类,7,2,"SCRATCH MEDIUM HIGH Irritating high-frequency, squeaking cut. Short duration."
paddling,未分类,7,2,"MOTION SMALL WET Quick splash, paddling, moving through water. Little displacement."
cycles,未分类,7,1,"SWING MEDIUM FLABBY Quick, single back and forth cycles. Whoosh, swoosh. Flapping, batting."
bulb,未分类,7,1,GLASS BREAK DEBRIS Dropping light bulb shards on concrete. Much debris.
shock,未分类,7,3,"ELECTRICITY HUM Zapping, shock, short bursts. High ringing attack."
strings,未分类,7,2,"Violin bow sliding up on electric guitar, all strings. Tonal, metallic slide with reverb."
coals,未分类,7,1,"Hot coals sprayed with jet of water, sizzling burning with movement."
rhythmically,未分类,7,1,"METAL COMPLEX MECHANISM LARGE Opening, followed by squeaking metal. Engaging, snapping forcefully and rhythmically into "
lids,未分类,7,1,IMPACT METAL ROLL Dropping two small lids on ground. Lids rolling on the floor. Tonal impact.
kettle,未分类,7,1,PERCUSSION TIMPANI DOWN Hitting low kettle drum and tuning it down. Descending pitch.
highly,未分类,6,4,"Domestic, Farm, Mammal. Highly animated braying and shrieking. Very long sequences. Mono, Sanken Co100K high frequency r"
falco,未分类,6,1,"Wild, Falco Jugger, Lugger Falcon. Curious, long, high, tonal screaming. Mono, Sanken Co100K high frequency response."
jugger,未分类,6,1,"Wild, Falco Jugger, Lugger Falcon. Curious, long, high, tonal screaming. Mono, Sanken Co100K high frequency response."
lugger,未分类,6,1,"Wild, Falco Jugger, Lugger Falcon. Curious, long, high, tonal screaming. Mono, Sanken Co100K high frequency response."
vintage,未分类,6,4,"Impactful burst of white noise characterized by a vintage, old-school punch."
undertone,未分类,6,4,"High-pitched, glassy shimmer with a noisy undertone."
shaped,未分类,6,4,Rapid motion with shaped bandpass noise sweeps.
sweeps,未分类,6,4,Rapid motion with shaped bandpass noise sweeps.
glimmer,未分类,6,2,"Wave-like translucent, glimmer effect."
intricate,未分类,6,2,Intricate jolt sound with a low-pitched ping.
sensation,未分类,6,3,Quick motion noise with a bubbling up sensation.
oscillation,未分类,6,2,"Sustained synthesized movement with low-frequency oscillation, featuring a frequency shift."
driven,未分类,6,4,"Sharp accent with a rugged, driven sine wave passing by."
cartoon,未分类,6,3,"Clean, cartoon-like trembling synthesized jiggle."
manipulation,未分类,6,3,"Descending whistle-like synthesized jiggle, crafted through mouth manipulation."
triangle,未分类,6,3,"Wobble noise with shifted noise, triangle wave, and pitch delay."
pure,未分类,6,5,Pure sine wave tonal sound.
basic,未分类,6,4,Whoosh characterised by a basic dull noise filter.
earth,未分类,6,5,Extended explosion noise reminiscent of earth crumbling.
smoke,未分类,6,3,Brief explosion noise resembling a smoke bomb detonation.
cheerful,Mood,6,4,High-pitched laser noise with a cheerful zip.
lion,未分类,6,3,Excited young sea lion calling. Short and squeaky.
expression,未分类,6,1,Long and continuous sequence of breathing with guttural vocal expression in between.
barks,未分类,6,1,"Multiple short, throaty, and shaky barks."
chugs,未分类,6,1,Long and continuous chugs. Different intensity in each variation.
cry,未分类,6,4,Single long cry with raspy element.
dispersion,未分类,6,3,"PROCESSED SCREECH LONG Continuous screech, opened with a bang, followed by wobbly dispersion."
match,未分类,6,2,"PROCESSED FRACTION Short scratches, like trying to light a match."
alarm,未分类,6,6,"SYNTHETIC SCREECH LONG Erupting alarm like sound, with fluttering signal."
shaken,未分类,6,4,"SYNTHETIC DECAY Heavy roaring and fluttering, as if a big structure being shaken by explosion."
outs,未分类,6,2,Big metallic chain being picked up with tonal ring outs.
kilograms,未分类,6,1,Steel ball of 14 kilograms being dropped onto dirt consisting of bark and mulch. Deep and dull hit.
paving,未分类,6,2,Dirt dropped on paving slabs. Lot of debris.
fleeting,Duration,6,3,"Short, whimsical spell accompanied by a fleeting and fading transient sound."
dispersing,未分类,6,4,Short and deep fluid explosion with water dispersing softly.
star,未分类,6,3,Cartoon and dazzling star burst magical shimmer.
rusty,未分类,6,3,"Rattling of an old, and weathered rusty metal handle attached to chains."
keys,未分类,6,2,Rattling movement of metal keys as they are picked up from a box or container.
shower,未分类,6,4,Shower of copper screws colliding with a glass surface.
tingling,未分类,6,3,"Prolonged shower of coins colliding with a glass surface, producing steady tingling and clunking as the coins fall."
twice,未分类,6,3,Clinks and clatters as screws are dropped twice in quick succession and make contact with the ceramic surface of the cup
sack,未分类,6,2,Weighty thud of a sack of coins landing in the palm of a hand.
washer,未分类,6,2,Metallic impact and clatter as a singular washer lands among the coins.
crumpled,未分类,6,4,Intense rustling and tearing as a paper is forcefully crumpled.
balls,未分类,6,3,"Rolling, shifting, or tumbling of clay balls as they interact with each other or a surface."
intricately,未分类,6,1,Prolonged duration of an intricately crafted filtered whoosh movement.
whipped,未分类,6,2,Quick and high-pitched whooshing noise produced by a bamboo stick being whipped through the air.
removed,未分类,6,5,Glass jar lid being removed or replaced with a satisfying plop.
swiping,未分类,6,3,Digital tick that conveys the swiping or sliding of a finger across a smooth glass surface.
wispy,未分类,6,4,"Vacuum cleaner fast and wispy, short whooshes."
rigid,未分类,6,3,Quick swinging of socks. Fast and rigid swing of a textile.
tip,未分类,6,3,"Short and fast movement of metal drill tip on a suitcase in mid range. Typical, zipper like friction element."
nozzle,未分类,6,1,Movement of a metallic nozzle being dragged on a table at a fast speed.
vehicle,未分类,6,1,Roaring and fast pass by of vehicle. Lots of low end.
inwards,未分类,6,1,"Intense, gusting and swirling wind whooshes blowing inwards."
takeoff,未分类,6,3,Slow pass by movement with lots of heavy low elements as well as glassy and zapping elements on top and ending with reve
trumpeting,未分类,6,2,"Male voice, tonal nose blow trumpeting. Mono, Sanken Co100K high frequency response."
slobbering,未分类,6,2,"Zombie, Alien, Extraterrestrial, Mutate. Male voice, wet and aggressive slobbering. Mono, Sanken Co100K high frequency r"
spitting,未分类,6,4,"Zombie, Mutate. Male voice, throaty and slimy spitting. Mono, Sanken Co100K high frequency response."
ghul,未分类,6,1,"Fantasy, Ghul, Horror, Male, Voice, Vocal, Undead. Male ghoul gasping long, throaty, wet and slimy."
reptile,未分类,6,1,"Fantasy, Reptile, Reptiloid, Lizard, Snake, Male, Voice, Vocal. Male reptiloid snarling and screaming long and aggressiv"
reptiloid,未分类,6,1,"Fantasy, Reptile, Reptiloid, Lizard, Snake, Male, Voice, Vocal. Male reptiloid snarling and screaming long and aggressiv"
lizard,未分类,6,1,"Fantasy, Reptile, Reptiloid, Lizard, Snake, Male, Voice, Vocal. Male reptiloid snarling and screaming long and aggressiv"
mutant,未分类,6,1,"Mutant, Mutate, Horror, Male, Voice, Vocal, Undead. Male mutant screaming, grunting and gasping long, throaty, wet and s"
anxiously,未分类,6,1,A squad of 10 women anxiously inhaling and exhaling. Recorded in an open field  with a MS setup at medium distance.
device,未分类,6,2,"Processed flames coming out of futuristic device. Heavy drone. Heavy, synthetic gurgles with modulations. Electronic gur"
begins,未分类,6,3,Processed metal fan with steady mid pitch in relation to rest of the sample. Pitch rises then comes becomes low and begi
beeps,未分类,6,2,Synthetic rise in pitch. Bubbly. Sporadic beeps.
sonic,未分类,6,4,"Sharp, dense, harmonically rich sonic burst breaking into grains with rumble."
gunshots,未分类,6,2,"Processed, muffle gunshots. Quiet."
target,未分类,6,4,Large aircraft laser blasters making impact with metal target. Tail varies from squeaky whoosh to rumble.
warbly,未分类,6,3,"Robot like, sharp clank. Warped and warbly."
rounds,未分类,6,2,"Trigger of airsoft gun is pulled with ammo in the cartridge, held for a long time with many rounds dispersed producing s"
round,Shape,6,3,"Trigger of airsoft gun is pulled with an empty cartridge with only round fired, creating a short thud and crank."
semi,未分类,6,1,"SEMI AUTOMATIC RIFLE Caliber 7.62, close, 2m, indoors, XY Stereo."
strange,未分类,6,5,"Blade in operation produces tinny buzz, held for a long time. Strange whistles on top with rise in pitch."
extra,未分类,6,3,Desoldering pump pressed. A short high pitch click with extra bass tones.
front,未分类,6,2,"Front lock of door closed, producing crank."
kitchen,未分类,6,3,"Kitchen appliance turned on, left on for a while and turned off. Loses bassiness each time, then bassiness reappears."
almost,未分类,6,3,"Motor rotated, almost similar to gurgle."
exhaust,未分类,6,2,Exhaust of futuristic machine produces metallic glitches. Long duration.
window,未分类,6,3,Automatic window closed in car. Buzz followed by short whoosh and clunk.
continue,未分类,6,3,Object produces beeps as it gains speed then whooshes quickly by observer. Low in pitch. Beeps continue after whoosh.
bulky,未分类,6,3,PROJECTILE FLY BY SMALL Bulky whoosh followed by sharp laser zap.
fro,未分类,6,3,"RECHARGE BIG Large laser titanium turret moves to and fro, producing glassy burst."
drones,未分类,6,3,"Drones watching, spacecrafts taking off from platform."
transfer,未分类,6,3,"Transmission outage, transfer cut."
outdoor,未分类,6,2,"Powerful shotgun, outdoor, medium tail."
viscous,未分类,6,5,"Viscous substance, obscure fluid sneaking off."
sputtering,未分类,6,3,"Sputtering object, space bird flapping."
spacecraft,未分类,6,2,"Spacecraft braking suddenly, reducing power, entering orbit."
engines,未分类,6,2,"Testing engines, discharging energy."
softened,未分类,6,4,"Gentle, steady fabric drag with smooth grain and softened detail."
alternate,未分类,6,2,"Alternate variation of slow, firm polyester pass with tonal edge."
heat,未分类,6,2,Deep fire ignition with heavy flame expansion and layered heat.
bloom,未分类,6,1,Heavy mystical hit with dark harmonic bloom and deep resonance.
jittery,未分类,6,5,Uneven stuttered strike with fleshy tonal variation and jittery decay.
butane,未分类,6,1,Powerful butane flame sweep with roaring body and thick gas texture.
flicks,未分类,6,2,Busy cluster of match lights with overlapping transients and fast flicks.
acidic,未分类,6,3,Extended acidic sizzle with citrus bite and bright tonal fizz.
press,未分类,6,3,Drawn out citrus press with bubbling fry and tonal liquid detail.
wand,未分类,6,2,Fast wand flick with dusty shimmer and magical sparkle tail.
depth,未分类,6,2,Extended metallic sweep with tonal depth and harmonic energy.
scale,未分类,6,3,Smooth rising scale with shimmering tones and graceful metallic steps.
frictional,未分类,6,2,Textural canvas scrape with magical movement and dry frictional tone.
tarp,未分类,6,1,Rapid tarp movement with bright synthetic crackle and tight friction.
stiff,未分类,6,2,Quick paper opening with stiff crinkle and dry sheet flap.
packaging,未分类,6,2,Heavy plastic packaging with rich crinkle and weighty texture.
blunt,未分类,6,2,Dual heavy bamboo strikes with resonant tone and blunt texture.
fill,未分类,6,2,Steady liquid fill into a glass bottle with bright tonal resonance.
holy,未分类,6,1,Gentle holy wind gliding with a weightless divine shimmer.
disappearing,未分类,6,3,"Flashy poof of colored dust, disappearing with arcane flair."
ambiance,未分类,6,1,"High pitched, phasey inharmonic ambiance with slow attack and sustain."
hud,未分类,6,2,"Spectral, morphing, digital HUD type texture with slow attack."
jagged,未分类,6,3,Sustained geological crumbing texture with jagged attacks.
smashed,未分类,6,2,Grapefruit is slowly smashed.
slurping,未分类,6,3,Processed plunger fixing clog forcefully. Slurping and gargling.
straw,未分类,6,2,"Movements of mouth, like chaotic slurping through straw continuously."
juices,未分类,6,1,"Grapefruit slowly crushed. Processed, with juices slowly seeping out."
poured,未分类,6,1,"Spaghetti poured into bag. Processed, with light patter and sometimes squeak."
popcorn,未分类,6,1,"Popcorn in cotton bag crushed. Patter and crunches of kernels, as if plastic is rustling."
rustled,未分类,6,1,"Corn starch against cushion, as if plastic is stretched and rustled."
pudding,未分类,6,1,Fast groups of bubbles in pudding from air blown aggressively.
cries,未分类,6,3,"Plastic foil cries out, as if like small animal or like plastic cup scraped against table."
arch,未分类,6,1,"Violin bow scraped against lever arch file, producing creak falling in pitch."
creaky,未分类,6,2,Creaky gnarl of violin bow scraped against lever arch file.
